Operateur,x,y,2G,3G,4G
Bouygues,898873,6253339,1,1,1
Free,898873,6621848,0,1,1
Orange,898876,6885099,1,1,0
Free,898905,6271168,0,1,1
Orange,898927,6360558,0,1,0
Bouygues,898927,6561862,1,1,0
SFR,898937,6561862,1,0,0
SFR,898971,6913774,1,1,1
Free,898972,6913774,0,1,1
Free,898978,6747163,0,1,0
SFR,898979,6747148,1,1,0
Orange,898980,6747146,0,1,0
SFR,899007,6272718,1,1,1
Orange,899009,6937049,1,1,1
SFR,899011,6250567,1,1,1
Orange,899014,6250568,1,1,1
Orange,899020,6272561,1,1,1
Free,899028,6483272,0,1,1
Orange,899033,6276033,1,1,0
Bouygues,899045,6936340,1,1,1
Free,899046,6936341,0,1,0
Free,899047,6250553,0,1,1
Orange,899085,6604625,1,1,0
Bouygues,899086,6913852,1,1,1
Bouygues,899114,6272736,1,1,1
SFR,899131,6265423,1,1,1
Free,899133,6703631,0,1,1
Bouygues,899142,6703649,1,1,0
Orange,899155,6624928,1,1,0
Bouygues,899168,6624881,1,1,1
SFR,899168,6624885,1,1,1
Bouygues,899178,6486064,1,1,0
Orange,899187,6259960,0,1,0
Bouygues,899188,6604690,1,1,1
SFR,899188,6604690,1,1,1
Bouygues,899194,6247869,1,1,1
Bouygues,899226,6250938,1,1,1
SFR,899226,6275926,1,1,1
Orange,899235,6475500,1,1,0
Bouygues,899238,6692440,1,1,0
Orange,899238,6692440,1,1,0
SFR,899238,6692440,1,1,0
Free,899238,6692441,0,1,0
Bouygues,899252,6499895,1,1,0
Orange,899255,6486093,1,1,0
SFR,899278,6246737,1,1,1
Orange,899287,6246043,1,1,1
Orange,899291,6808802,1,1,1
SFR,899300,6271924,1,1,1
Orange,899309,6246939,1,1,1
Orange,899315,6250939,0,0,1
SFR,899347,6246061,1,1,1
Orange,899355,6808089,1,1,0
Bouygues,899364,6246821,1,1,1
SFR,899366,6281848,1,1,1
Free,899368,6323198,0,1,0
SFR,899387,6577924,1,1,0
Free,899387,6577957,0,1,0
Orange,899387,6577957,0,1,0
Free,899401,6246842,0,1,1
Bouygues,899407,6784380,1,1,1
Orange,899411,6507070,1,1,1
Bouygues,899414,6322941,1,1,0
SFR,899414,6322941,1,1,0
Orange,899415,6322941,0,1,0
Orange,899415,6784421,1,1,0
Free,899426,6507066,0,1,1
SFR,899429,6784410,1,1,1
Orange,899440,6630841,1,1,0
Bouygues,899456,6475234,1,1,1
Bouygues,899482,6630844,1,1,1
SFR,899482,6630844,1,1,1
Orange,899492,6938613,1,1,1
Bouygues,899497,6249628,1,1,1
Orange,899505,6263120,1,1,0
Bouygues,899510,6248960,1,1,1
Orange,899527,6249655,1,1,1
Free,899531,6249650,0,1,1
SFR,899534,6249660,1,1,1
Orange,899544,6252933,0,0,0
Free,899560,6474157,0,1,1
SFR,899582,6309367,1,1,0
Orange,899595,6273943,1,1,0
Bouygues,899597,6273935,1,1,1
SFR,899597,6273944,1,1,1
Orange,899610,6366685,1,1,0
Free,899612,6263698,0,1,0
Orange,899613,6263698,1,1,1
SFR,899623,6246291,1,1,1
Bouygues,899631,6252816,1,1,1
Bouygues,899635,6366710,1,1,1
SFR,899635,6366710,1,1,1
Free,899643,6366701,0,1,1
SFR,899644,6253014,1,1,1
Orange,899657,6328794,1,1,0
Bouygues,899664,6465536,1,1,1
Free,899665,6465545,0,1,1
SFR,899668,6465481,1,1,1
Bouygues,899669,6877958,1,0,0
Orange,899670,6877958,1,1,1
SFR,899673,6685806,1,1,0
Orange,899675,6685806,1,1,0
Free,899697,6524451,0,1,0
SFR,899697,6524451,1,1,0
SFR,899698,6247221,1,1,1
Orange,899700,6524458,0,1,0
Bouygues,899705,6271408,1,1,1
Bouygues,899717,6245970,1,1,1
Free,899722,6245973,0,1,1
Orange,899730,6271403,1,1,1
Orange,899732,6248306,1,1,1
Bouygues,899736,6248229,1,0,0
SFR,899773,6554451,1,1,0
Free,899773,6554452,0,1,0
Free,899775,6399167,0,1,0
SFR,899777,6939405,1,1,1
Bouygues,899780,6399152,1,1,0
Orange,899780,6399152,0,1,0
SFR,899780,6399152,1,1,0
Bouygues,899781,6939392,1,1,1
Orange,899783,6939390,1,1,1
Orange,899785,6554436,0,1,0
SFR,899787,6254219,1,1,1
Orange,899789,6935395,1,1,1
SFR,899798,6271453,1,1,1
Free,899804,6271331,0,1,1
Bouygues,899819,6265937,1,1,1
SFR,899838,6271531,1,1,0
SFR,899867,6482749,1,1,1
Bouygues,899870,6641467,1,1,0
Free,899873,6490058,0,1,1
SFR,899878,6251256,1,1,1
Free,899879,6750325,0,1,0
Bouygues,899885,6482960,1,1,1
SFR,899908,6279010,1,1,1
SFR,899916,6750344,1,1,0
Orange,899921,6750342,0,1,0
Orange,899936,6278996,0,0,1
Orange,899948,6679624,1,1,1
Bouygues,899969,6617816,1,1,1
SFR,899976,6617818,1,1,1
Bouygues,899980,6456708,1,1,1
SFR,899980,6456708,1,1,1
Orange,899989,6499743,1,1,1
Orange,899993,6482485,1,1,1
Orange,900013,6940003,0,1,1
Orange,900017,6249182,1,1,1
Orange,900034,6262080,1,1,1
SFR,900064,6262068,1,1,1
Free,900066,6262079,0,1,0
Orange,900092,6444274,1,1,1
Free,900098,6444277,0,1,1
Orange,900139,6810148,1,1,1
Free,900139,6810149,0,1,1
Bouygues,900139,6810150,1,1,1
SFR,900145,6437203,1,1,1
SFR,900158,6810146,1,1,1
Bouygues,900207,6437186,1,1,1
Orange,900208,6437165,1,1,0
Orange,900228,6280225,1,1,1
SFR,900249,6662250,1,1,1
Free,900276,6265167,0,1,1
Bouygues,900276,6662264,1,1,1
Orange,900284,6265176,1,1,1
Orange,900304,6281121,1,1,0
Free,900314,6941070,0,1,0
SFR,900315,6941063,1,1,1
Orange,900316,6281119,1,1,1
Orange,900316,6941066,1,1,1
Bouygues,900319,6281111,1,1,1
Bouygues,900320,6941087,1,1,1
SFR,900332,6264767,1,1,0
Free,900333,6937769,0,1,1
Bouygues,900335,6264775,1,1,1
Bouygues,900347,6937779,1,1,1
SFR,900347,6937779,1,1,1
SFR,900348,6248554,1,1,1
Bouygues,900382,6261636,1,1,1
SFR,900403,6719617,1,1,0
SFR,900414,6506997,1,1,0
Bouygues,900416,6719609,1,1,0
Orange,900438,6571125,0,1,0
Orange,900438,6719615,1,1,1
Free,900439,6719608,0,1,1
Bouygues,900450,6562389,1,1,0
Free,900485,6404791,0,1,0
Bouygues,900514,6404812,1,1,0
SFR,900514,6404812,1,1,0
Orange,900515,6404812,0,1,0
Bouygues,900525,6246425,1,1,1
Bouygues,900541,6377422,1,1,0
SFR,900541,6377422,1,1,0
Free,900542,6377422,0,1,0
Orange,900542,6377422,0,1,0
Orange,900569,6269237,1,1,1
SFR,900591,6562448,1,0,0
Orange,900592,6938662,1,1,1
SFR,900611,6938614,1,1,1
Orange,900632,6803998,0,1,0
SFR,900632,6803999,1,1,0
Free,900632,6804000,0,1,0
Orange,900638,6942404,1,1,1
Bouygues,900639,6938598,1,1,1
Bouygues,900675,6348146,1,1,1
Orange,900678,6473674,1,1,1
SFR,900697,6348146,1,1,1
Bouygues,900710,6585065,1,1,1
SFR,900710,6585065,1,1,1
Orange,900736,6246176,1,1,1
Bouygues,900741,6246130,1,1,1
SFR,900745,6444626,1,1,1
Orange,900753,6248034,1,1,0
Bouygues,900753,6444631,1,1,1
SFR,900753,6798833,1,1,0
Orange,900754,6798831,0,1,0
Free,900754,6798834,0,1,1
Free,900765,6246122,0,1,1
Bouygues,900766,6475242,1,1,1
Orange,900795,6720002,0,1,0
SFR,900803,6924492,1,0,0
Orange,900827,6924482,1,1,0
SFR,900828,6253405,1,1,1
Orange,900844,6253427,0,1,1
Bouygues,900844,6253444,1,1,1
Free,900849,6385292,0,1,0
Free,900850,6253407,0,1,1
SFR,900863,6274429,1,1,1
SFR,900883,6317121,1,1,0
Free,900895,6246847,0,1,1
Bouygues,900910,6622361,1,1,1
SFR,900911,6622361,1,1,1
Orange,900913,6317138,1,1,1
SFR,900918,6475339,1,1,1
Orange,900923,6246853,1,1,1
Free,900926,6317121,0,1,1
Orange,900927,6291326,1,1,0
Free,900931,6475343,0,1,1
SFR,900941,6252330,1,1,1
Bouygues,900943,6317119,1,1,0
Orange,900954,6252401,1,1,1
Bouygues,900959,6385665,1,1,0
Orange,900959,6385665,0,1,0
SFR,900959,6385665,1,1,0
Orange,900960,6269593,0,1,0
Orange,900965,6249872,1,1,1
Free,901003,6564503,0,1,0
Orange,901004,6564502,1,1,0
Bouygues,901030,6249283,1,1,1
Free,901038,6249377,0,1,1
Orange,901046,6475880,1,1,0
Orange,901065,6577412,1,1,0
Free,901065,6577413,0,1,1
Bouygues,901069,6246786,1,1,1
SFR,901082,6249284,1,1,1
SFR,901092,6247839,1,1,1
Free,901092,6280676,0,1,1
SFR,901096,6246772,1,1,1
Bouygues,901244,6247384,1,1,1
SFR,901273,6250261,1,1,0
Bouygues,901308,6847273,1,1,1
SFR,901308,6847273,1,1,1
SFR,901322,6488220,1,1,0
Orange,901367,6736605,0,1,0
SFR,901367,6736606,1,1,0
Free,901367,6736607,0,1,0
Bouygues,901377,6488230,1,1,0
Orange,901393,6488245,1,0,0
Orange,901398,6496158,1,1,1
Orange,901424,6247545,1,1,1
Orange,901445,6253839,1,1,1
Orange,901459,6425599,1,1,0
Bouygues,901464,6267950,1,1,1
Bouygues,901468,6425593,1,1,1
SFR,901468,6425593,1,1,1
Bouygues,901469,6280775,1,1,1
SFR,901470,6280752,1,1,1
Bouygues,901484,6814777,1,1,0
SFR,901488,6289970,1,1,1
Bouygues,901494,6289999,1,1,1
Free,901496,6267938,0,1,1
Bouygues,901497,6564418,1,1,1
SFR,901497,6564418,1,1,1
Orange,901499,6814780,1,1,0
Free,901499,6814782,0,1,1
Orange,901517,6441663,1,1,1
SFR,901536,6479658,0,1,1
Orange,901560,6528698,1,0,0
SFR,901560,6761364,1,1,0
Orange,901561,6761363,0,1,0
Free,901561,6761365,0,1,1
Bouygues,901562,6291470,1,1,1
SFR,901562,6291470,1,1,1
Orange,901564,6746397,0,1,0
SFR,901564,6746398,1,1,0
Free,901564,6746399,0,1,0
Free,901592,6290397,0,1,0
Bouygues,901630,6647450,1,1,1
SFR,901630,6647450,1,1,1
Orange,901632,6939384,1,1,1
SFR,901634,6246591,1,1,1
Orange,901645,6675932,1,1,0
Free,901684,6939465,0,1,1
SFR,901691,6939455,1,1,1
Bouygues,901691,6939466,1,1,1
Bouygues,901692,6291608,1,0,0
Bouygues,901696,6251181,1,1,1
Orange,901754,6939048,1,1,1
Orange,901759,6476560,0,1,0
Free,901775,6251201,0,1,1
Orange,901778,6251207,1,1,1
Free,901782,6247624,0,1,1
SFR,901801,6251187,1,1,1
Orange,901805,6937390,1,1,1
Orange,901820,6940852,0,1,1
Orange,901837,6479499,1,1,1
Free,901866,6684095,0,1,0
Orange,901885,6289998,0,1,0
Bouygues,901894,6290014,1,1,0
Bouygues,901900,6472462,1,1,1
Free,901901,6472463,0,1,1
Bouygues,901913,6254464,1,1,1
Orange,901923,6287991,1,1,1
Free,901938,6517719,0,1,0
Orange,901943,6545496,1,1,1
Bouygues,901945,6260115,1,1,1
Orange,901946,6517711,0,1,0
SFR,901973,6254174,1,1,1
Orange,901981,6271087,1,1,0
Bouygues,901982,6873351,1,1,0
SFR,901997,6517930,1,1,0
Orange,902047,6456045,1,1,0
Free,902051,6291567,0,1,1
Orange,902053,6291566,1,1,1
SFR,902066,6496358,1,1,0
Free,902068,6456023,0,1,1
SFR,902098,6266604,1,1,0
SFR,902108,6291144,1,1,0
Orange,902116,6573615,1,1,0
Free,902116,6573616,0,1,0
Orange,902119,6266637,1,1,1
Bouygues,902124,6393286,1,1,0
Free,902124,6393286,0,1,0
Orange,902124,6393286,0,1,0
SFR,902124,6393286,1,1,0
Free,902132,6266573,0,1,1
Bouygues,902149,6266589,1,1,1
Bouygues,902160,6693494,1,1,0
Orange,902160,6693494,1,1,0
SFR,902160,6693494,1,1,0
Free,902160,6693495,0,1,0
SFR,902167,6268473,1,1,0
Orange,902169,6268420,1,1,0
Orange,902207,6477208,0,1,0
SFR,902217,6245289,1,1,1
Orange,902226,6739349,1,1,0
Free,902226,6739351,0,1,0
SFR,902226,6739351,1,1,0
Orange,902256,6778683,1,1,0
Bouygues,902256,6778684,1,1,0
Free,902256,6778685,0,1,0
SFR,902264,6778703,1,1,0
Bouygues,902337,6440041,1,1,1
SFR,902337,6440041,1,1,1
Orange,902370,6440043,1,1,1
Bouygues,902370,6699438,1,1,1
Free,902389,6246775,0,1,1
Orange,902399,6274586,1,1,0
SFR,902407,6699444,1,1,1
Orange,902415,6915564,1,1,1
Bouygues,902420,6571824,1,1,1
SFR,902420,6571824,1,1,1
Orange,902428,6472393,1,1,1
Orange,902459,6878349,1,1,1
SFR,902490,6878324,1,1,0
Bouygues,902527,6574116,1,1,1
SFR,902528,6574098,1,1,0
SFR,902531,6626414,1,1,0
Bouygues,902531,6941985,1,1,0
Bouygues,902535,6626691,1,1,0
Orange,902535,6626691,0,1,0
Orange,902536,6715610,1,1,0
Orange,902537,6261047,1,1,0
Orange,902544,6698284,1,0,0
Orange,902556,6477670,1,1,1
SFR,902562,6261018,1,1,1
Bouygues,902564,6261026,1,1,1
Orange,902586,6614467,1,1,0
SFR,902592,6246770,1,1,1
Orange,902609,6772009,0,1,0
SFR,902610,6477604,1,1,0
Free,902616,6772006,0,1,0
SFR,902616,6772006,1,1,0
Bouygues,902626,6252095,1,1,1
Free,902626,6252095,0,1,1
SFR,902626,6252095,1,1,1
SFR,902645,6262826,1,1,1
Free,902678,6494800,0,1,1
Orange,902683,6291036,1,1,1
SFR,902684,6247124,1,1,1
Bouygues,902685,6592646,1,1,1
Free,902686,6592646,0,1,0
Orange,902696,6247120,1,1,1
SFR,902698,6592654,1,1,1
Bouygues,902710,6494834,1,1,0
Bouygues,902716,6451607,1,1,1
SFR,902716,6451607,1,1,1
Bouygues,902728,6241038,1,1,1
Bouygues,902775,6528007,1,1,0
Orange,902775,6528007,0,1,0
SFR,902775,6528007,0,1,0
Free,902775,6528008,0,1,0
SFR,902788,6248084,1,1,0
SFR,902790,6799120,1,1,0
Orange,902791,6799118,0,1,0
Free,902791,6799121,0,1,0
Orange,902805,6657418,1,1,0
SFR,902812,6271431,1,1,1
Bouygues,902832,6808330,1,0,0
Bouygues,902832,6808330,1,1,1
Orange,902833,6808293,1,1,1
Orange,902874,6474262,1,1,1
SFR,902877,6808244,1,1,0
Bouygues,902942,6543633,1,1,1
SFR,902942,6543633,1,1,1
SFR,902950,6577822,1,1,1
Bouygues,902957,6577814,1,1,1
Orange,902962,6246524,1,1,1
Free,902980,6625971,0,1,0
Orange,902998,6503290,1,1,1
Bouygues,903011,6249099,1,1,1
Orange,903032,6576242,1,1,1
Bouygues,903069,6478032,1,1,1
Free,903083,6478016,0,1,1
Free,903090,6275877,0,1,0
SFR,903102,6275879,1,1,1
SFR,903106,6478025,1,1,1
Bouygues,903109,6415785,1,1,0
SFR,903109,6415785,1,1,0
Free,903110,6415785,0,1,0
Orange,903110,6415785,0,1,0
Bouygues,903116,6275876,1,1,1
Orange,903132,6574771,0,1,1
Free,903135,6575667,0,1,1
Orange,903190,6270405,1,1,0
Orange,903196,6577050,1,1,0
Free,903203,6577061,0,1,1
Bouygues,903228,6476888,1,1,1
Orange,903243,6476901,1,1,0
Orange,903307,6684128,1,1,0
Bouygues,903307,6684129,1,1,0
SFR,903307,6684129,1,1,0
Orange,903318,6476199,1,1,1
Orange,903323,6571057,1,0,0
Orange,903352,6941434,1,1,0
Orange,903372,6471686,1,1,0
SFR,903373,6476187,1,1,1
SFR,903385,6901529,1,1,0
Bouygues,903407,6675579,1,1,1
SFR,903411,6675583,1,1,1
Orange,903433,6901500,1,1,0
Bouygues,903468,6916024,1,1,1
SFR,903468,6916024,1,1,1
Free,903469,6916024,0,1,1
Bouygues,903515,6606336,1,1,1
SFR,903515,6606336,1,1,1
Orange,903534,6436186,0,1,0
Free,903534,6436187,0,1,0
Free,903544,6542834,0,1,1
SFR,903553,6271430,1,1,1
Free,903554,6271426,0,1,1
SFR,903560,6245775,1,1,1
Bouygues,903566,6271402,1,1,1
SFR,903569,6436159,1,1,0
Bouygues,903569,6563171,1,1,1
Orange,903573,6271427,1,1,0
Orange,903595,6586550,0,1,0
Free,903595,6586551,0,1,0
SFR,903596,6586558,1,1,0
SFR,903602,6681333,1,1,1
SFR,903614,6291737,1,1,1
Bouygues,903618,6291735,1,1,1
SFR,903619,6563156,1,1,1
Orange,903641,6563144,1,1,0
Orange,903688,6285214,1,1,0
SFR,903698,6285080,1,1,0
Free,903715,6285059,0,1,1
Bouygues,903725,6285073,1,1,1
SFR,903758,6575019,1,1,1
Bouygues,903763,6575014,1,1,1
Bouygues,903775,6681092,1,1,1
Bouygues,903777,6681093,1,1,0
Free,903785,6575071,0,1,1
Bouygues,903809,6576483,1,1,1
SFR,903809,6576483,1,1,1
Bouygues,903814,6790336,1,1,1
Free,903816,6790342,0,1,1
SFR,903832,6790352,1,1,1
Orange,903833,6790350,1,1,0
Free,903836,6346924,0,1,0
SFR,903836,6346924,1,1,0
SFR,903852,6936295,1,1,1
Bouygues,903869,6936320,1,1,1
SFR,903876,6474051,1,1,1
Bouygues,903897,6844962,1,1,1
SFR,903897,6844962,1,1,1
Orange,903910,6576623,0,1,1
Free,903912,6844974,0,1,1
Orange,903923,6247469,1,1,1
SFR,903925,6245741,1,1,1
Free,903948,6245742,0,1,1
Bouygues,903956,6245743,1,1,1
Free,903972,6500747,0,1,1
Orange,903973,6845059,1,1,1
Orange,903996,6346840,0,1,0
Free,904002,6583035,0,1,1
Free,904007,6454807,0,1,1
Orange,904013,6454763,1,0,0
SFR,904073,6356405,1,1,0
Free,904074,6356406,0,1,0
Orange,904076,6356387,0,1,0
Orange,904094,6245686,0,1,1
SFR,904109,6501972,1,1,1
Orange,904111,6472224,0,0,0
Bouygues,904112,6472265,1,0,0
Bouygues,904118,6501960,1,1,1
Bouygues,904159,6269517,1,0,0
Orange,904208,6242325,1,1,1
Free,904211,6537701,0,1,1
Bouygues,904217,6242336,1,1,1
SFR,904218,6242337,1,1,1
SFR,904220,6537688,1,1,0
Orange,904228,6577578,1,1,1
Orange,904240,6537615,0,1,0
Free,904250,6269014,0,1,0
Orange,904290,6575430,1,0,0
SFR,904312,6570526,1,1,0
Free,904318,6751611,0,1,0
Orange,904321,6751509,0,1,0
SFR,904321,6751510,1,1,0
Orange,904322,6582254,0,1,0
Bouygues,904324,6582265,1,0,0
Orange,904326,6570519,0,1,0
Free,904326,6570520,0,1,0
Bouygues,904329,6765051,1,1,1
SFR,904329,6765051,1,1,1
Orange,904346,6737853,1,1,1
Orange,904361,6576138,0,1,0
Orange,904367,6754660,0,1,0
SFR,904375,6754670,1,1,0
Free,904376,6754671,0,1,0
SFR,904376,6802485,1,1,1
SFR,904420,6471210,0,1,0
SFR,904440,6426556,1,1,1
Free,904444,6940181,0,1,1
Orange,904457,6632837,1,1,0
Bouygues,904459,6334234,1,1,0
SFR,904459,6334234,1,1,0
Free,904460,6334234,0,1,0
Orange,904460,6334234,0,1,0
Bouygues,904463,6632832,1,1,0
Bouygues,904475,6426635,1,1,1
Bouygues,904481,6261174,1,1,1
Bouygues,904483,6802484,1,1,1
Bouygues,904498,6268840,1,1,1
Bouygues,904498,6583684,1,1,1
SFR,904498,6583684,1,1,1
Orange,904498,6802517,1,1,0
Free,904506,6576535,0,1,1
Free,904509,6373681,0,1,0
Bouygues,904510,6632610,1,1,0
Free,904511,6261154,0,1,1
Orange,904511,6632609,1,1,0
Free,904511,6632610,0,1,0
Bouygues,904531,6373646,1,1,0
Orange,904531,6373646,0,1,0
SFR,904531,6373646,1,1,0
SFR,904536,6259719,1,1,1
SFR,904541,6248857,1,1,1
Orange,904541,6248863,1,1,1
Orange,904545,6268838,1,1,0
Orange,904558,6248142,1,1,1
Bouygues,904563,6248133,1,1,1
SFR,904586,6632614,1,1,0
Bouygues,904600,6695568,1,1,0
Orange,904667,6576636,1,1,1
Free,904668,6245996,0,1,1
SFR,904672,6940947,1,1,1
Bouygues,904692,6940974,1,1,1
Orange,904736,6830321,1,1,0
Bouygues,904754,6431417,1,1,1
SFR,904754,6431417,1,1,1
Orange,904760,6263567,1,1,0
Orange,904783,6579407,1,1,1
SFR,904837,6631454,1,1,0
Free,904838,6631454,0,1,0
Free,904842,6830396,0,1,1
SFR,904907,6246163,1,1,1
Orange,904944,6941005,1,1,1
Orange,905012,6245691,1,1,1
Free,905020,6294659,0,1,1
Bouygues,905022,6294658,1,1,1
Bouygues,905031,6484484,1,1,1
SFR,905031,6484484,1,1,1
Bouygues,905034,6475875,1,1,1
Free,905034,6475876,0,1,1
Orange,905051,6475906,0,1,0
SFR,905060,6294720,1,1,1
Orange,905061,6294707,1,1,1
Orange,905074,6484488,1,1,0
Free,905074,6484489,0,1,1
Orange,905080,6679486,1,0,0
Bouygues,905082,6470516,1,1,1
Bouygues,905089,6852863,1,1,1
SFR,905134,6852872,1,1,1
SFR,905144,6587126,1,1,0
SFR,905166,6245226,1,1,1
SFR,905189,6662777,1,1,1
SFR,905192,6470750,1,1,1
SFR,905195,6565386,1,1,0
Bouygues,905217,6565358,1,1,1
Bouygues,905231,6276679,1,1,1
Orange,905237,6587095,0,1,0
Free,905237,6587096,0,1,0
Bouygues,905254,6662777,1,1,1
Bouygues,905273,6624856,1,1,1
SFR,905273,6624856,1,1,1
Bouygues,905276,6402447,1,1,0
Free,905276,6402447,0,1,0
Orange,905276,6402447,0,1,0
SFR,905276,6402447,1,1,0
Orange,905318,6259283,1,1,0
SFR,905331,6248188,1,1,0
Orange,905333,6933945,1,1,1
Orange,905337,6531027,0,1,0
Bouygues,905337,6531028,1,1,0
Free,905337,6531028,0,1,0
SFR,905337,6531028,0,1,0
Free,905356,6262571,0,1,0
SFR,905357,6262572,1,1,1
Orange,905427,6874024,1,1,0
Orange,905431,6457306,1,1,0
Bouygues,905436,6457284,1,1,0
SFR,905437,6457316,1,1,0
SFR,905447,6245940,1,1,0
Orange,905466,6550715,0,1,0
Free,905466,6550716,0,1,0
SFR,905466,6550716,1,1,0
Orange,905537,6245130,1,1,1
Bouygues,905564,6391648,1,1,0
Free,905564,6391648,0,1,0
Orange,905564,6391648,0,1,0
SFR,905564,6391648,1,1,0
Orange,905636,6466065,0,1,0
Orange,905644,6344929,0,1,0
Free,905644,6344930,0,1,0
SFR,905655,6344935,1,1,0
Bouygues,905689,6507009,1,1,1
SFR,905689,6507009,1,1,1
Orange,905731,6421108,1,1,0
Bouygues,905806,6496558,1,1,1
Free,905806,6496558,0,1,1
SFR,905806,6496558,1,1,1
SFR,905831,6748982,1,1,0
Free,905832,6748982,0,1,0
Orange,905838,6263332,1,1,1
Orange,905846,6765278,1,1,1
Free,905846,6765281,0,1,1
Free,905865,6245550,0,1,0
Orange,905883,6748955,0,1,0
SFR,905895,6580419,1,1,1
Bouygues,905895,6580422,1,1,1
Free,905902,6580457,0,1,0
Orange,905907,6580444,1,1,0
Orange,905910,6918279,1,1,1
Orange,905921,6640701,1,1,0
SFR,905932,6502486,0,1,0
SFR,905934,6527332,1,1,1
Orange,905950,6527361,1,1,0
Bouygues,905965,6527342,1,1,1
Bouygues,905986,6899661,1,1,1
Bouygues,906038,6866805,1,1,0
SFR,906048,6465204,1,1,1
Orange,906056,6464091,1,1,0
SFR,906057,6267553,1,1,1
SFR,906065,6271649,1,1,1
Bouygues,906066,6271653,1,1,1
Orange,906078,6271651,0,1,1
SFR,906094,6246039,1,1,1
Free,906115,6246036,0,1,0
Orange,906129,6470316,1,1,1
Free,906172,6469691,0,1,1
Bouygues,906199,6465728,1,1,1
Free,906199,6465729,0,1,1
SFR,906201,6584630,1,1,0
SFR,906208,6469701,1,1,1
Orange,906211,6433839,1,0,0
Orange,906229,6583701,1,1,0
Orange,906313,6743624,1,1,1
SFR,906319,6238199,0,1,1
Orange,906325,6246010,1,1,1
Orange,906403,6469012,1,1,1
Bouygues,906411,6486274,1,1,1
SFR,906411,6486274,1,1,1
Orange,906422,6238244,1,1,1
SFR,906443,6248847,1,1,1
Orange,906450,6248849,1,1,0
Bouygues,906457,6248853,1,1,1
Free,906489,6486360,0,1,1
Free,906543,6248857,0,1,1
Orange,906689,6238240,1,1,1
Orange,906729,6686081,1,1,1
Free,906745,6934451,0,1,1
Bouygues,906772,6674330,1,1,1
SFR,906772,6674330,1,1,1
Free,906799,6674323,0,1,1
Orange,906831,6455301,0,1,1
SFR,906837,6237955,0,1,0
Free,906851,6426394,0,1,1
Bouygues,906861,6426355,1,1,1
SFR,906861,6426355,1,1,1
Bouygues,906891,6903202,1,1,1
Free,906894,6903213,0,1,1
Orange,906905,6903215,1,1,1
Bouygues,906917,6239115,1,1,1
Bouygues,906938,6604643,1,1,1
SFR,906938,6604643,1,1,1
SFR,906950,6742074,1,1,1
Bouygues,906960,6742079,1,1,1
SFR,907036,6933889,1,1,1
Bouygues,907060,6933893,1,1,1
Bouygues,907101,6492056,1,1,1
SFR,907101,6492056,1,1,1
Orange,907116,6721382,0,1,0
Bouygues,907116,6721383,1,1,0
SFR,907116,6721383,1,1,0
Free,907116,6721384,0,1,0
Bouygues,907126,6246081,1,1,1
Orange,907129,6702380,1,1,1
Free,907139,6257616,0,1,1
Orange,907139,6900004,1,1,1
Free,907139,6900007,0,1,1
Orange,907142,6478869,1,1,1
Bouygues,907155,6292430,1,0,1
Orange,907156,6292430,1,1,0
Orange,907168,6418161,1,1,0
Bouygues,907169,6418173,1,1,1
SFR,907169,6418173,1,1,1
Bouygues,907179,6639420,1,1,1
SFR,907179,6639420,1,1,1
Orange,907183,6820308,1,1,0
Free,907183,6820310,0,1,0
SFR,907183,6820310,0,1,0
SFR,907209,6641014,1,1,1
Bouygues,907211,6694476,1,1,1
Bouygues,907218,6641005,1,1,1
SFR,907220,6694486,1,1,0
Orange,907225,6245815,1,1,1
Bouygues,907228,6257637,1,1,1
Free,907232,6641020,0,1,1
Bouygues,907234,6438312,1,1,1
Orange,907239,6641002,1,1,1
SFR,907248,6438261,1,1,1
Bouygues,907255,6926365,1,1,1
SFR,907255,6926365,1,1,1
Free,907268,6245781,0,1,1
Bouygues,907277,6245797,1,1,1
SFR,907283,6245795,1,1,1
Bouygues,907285,6242518,1,1,1
Orange,907285,6246451,0,1,1
SFR,907287,6246443,1,1,1
SFR,907297,6269393,1,1,0
Free,907312,6246376,0,1,1
SFR,907314,6444784,1,1,1
Bouygues,907317,6444782,1,1,1
Orange,907335,6242524,1,1,1
SFR,907341,6242524,1,1,1
Bouygues,907341,6378439,1,1,1
Free,907355,6242515,0,1,1
SFR,907368,6378432,1,1,1
Orange,907377,6269369,1,1,0
Bouygues,907428,6477338,1,1,1
Free,907437,6477343,0,1,1
Orange,907444,6477344,1,1,0
Bouygues,907454,6265122,1,1,1
SFR,907475,6477367,1,1,1
Bouygues,907534,6267728,1,1,1
Free,907534,6267729,0,1,1
Orange,907570,6588625,1,0,0
Orange,907579,6267614,1,1,1
Orange,907591,6246123,0,1,1
Bouygues,907595,6588644,1,1,1
SFR,907610,6588665,1,1,1
SFR,907663,6457869,1,1,1
Bouygues,907665,6457866,1,1,1
Free,907691,6457835,0,1,1
SFR,907696,6583699,1,1,0
Bouygues,907705,6820632,1,0,0
Bouygues,907714,6820610,1,1,1
SFR,907714,6820610,1,1,1
Orange,907751,6692130,1,1,1
Bouygues,907751,6692131,1,1,1
SFR,907751,6692131,0,0,1
Orange,907751,6694556,1,1,0
Free,907754,6692136,0,1,1
Orange,907756,6257648,1,1,1
Orange,907764,6936553,1,1,1
Bouygues,907781,6837069,1,1,1
SFR,907781,6837069,1,1,1
