Operateur,x,y,2G,3G,4G
Free,204159,6773751,0,1,1
Orange,204248,6845584,1,1,0
Bouygues,204535,6766984,1,1,1
SFR,204535,6766986,1,1,1
Orange,204538,6766989,1,1,1
SFR,204551,6846093,1,1,0
Bouygues,204556,6846091,1,1,0
Bouygues,204556,6846091,1,1,1
Bouygues,205118,6859432,1,1,1
SFR,205121,6859449,1,1,1
Orange,205130,6859447,1,1,0
Orange,205246,6814550,1,1,0
Free,205292,6858874,0,1,1
Bouygues,205434,6792799,1,1,1
SFR,205434,6792799,1,1,1
Orange,206837,6824091,1,1,0
SFR,207186,6851136,1,1,0
Orange,207193,6851139,1,1,0
SFR,207674,6764879,1,1,0
Bouygues,207676,6764879,1,1,0
Orange,207679,6764880,1,1,0
Free,208218,6851141,0,1,1
Bouygues,208220,6851140,1,1,0
Orange,208453,6801936,1,1,0
Bouygues,208803,6824936,1,1,1
SFR,208803,6824936,0,0,1
Free,208807,6824971,0,1,1
Bouygues,208975,6811716,1,1,0
Free,208976,6811716,0,1,0
Orange,208977,6811720,1,1,0
SFR,209028,6811772,1,1,0
Orange,209300,6806499,1,1,0
Orange,209590,6816074,1,1,0
Orange,209601,6772724,1,1,0
SFR,209716,6862624,1,1,1
Bouygues,209718,6862629,1,1,1
Bouygues,210216,6774227,1,1,1
SFR,210221,6774221,1,1,1
Orange,210221,6774231,1,1,1
Orange,210475,6761760,1,1,1
Bouygues,210477,6761762,1,1,1
SFR,210481,6761760,1,1,1
Free,210623,6801702,0,1,1
SFR,210643,6801700,1,1,1
Bouygues,210652,6801711,1,1,1
Free,210719,6771714,0,1,1
Orange,210730,6771730,1,1,1
Bouygues,210740,6771713,1,1,1
SFR,211160,6772287,1,1,0
Orange,211269,6773185,1,1,0
Bouygues,211323,6806762,1,1,1
SFR,211323,6806762,1,1,1
Free,211910,6816340,0,1,1
Bouygues,211932,6816316,1,1,0
Bouygues,211963,6772634,1,1,1
SFR,211963,6772634,1,1,1
Orange,212001,6771636,1,1,0
SFR,212544,6761758,1,1,0
Orange,212629,6761774,1,1,0
Bouygues,212684,6859535,1,1,1
SFR,212687,6859537,0,0,1
Orange,212699,6817652,0,1,1
Orange,212703,6859540,1,1,0
Free,212705,6859534,0,1,1
Free,213056,6782469,0,1,1
Bouygues,213133,6782478,1,1,1
SFR,213133,6782478,1,1,1
Orange,213145,6782489,1,1,0
Orange,213221,6817816,1,1,1
Bouygues,213233,6849134,1,1,1
SFR,213233,6849134,1,1,1
Orange,213237,6818433,1,1,0
SFR,213250,6818425,1,1,0
Bouygues,213260,6818431,1,1,0
Bouygues,213271,6844582,1,1,0
Orange,213272,6797401,1,1,0
Free,213280,6844581,0,1,1
Orange,213281,6850644,1,1,0
Free,213434,6775273,0,1,1
Orange,213435,6775277,1,1,0
Orange,213437,6860629,1,1,0
Orange,213632,6757244,1,1,0
Orange,213774,6817202,0,0,0
Bouygues,213838,6769178,1,1,1
SFR,213848,6769255,1,1,1
Orange,214049,6807564,1,1,0
Bouygues,214110,6816461,1,1,1
SFR,214110,6816461,1,1,0
Orange,214262,6816627,1,1,1
Orange,214717,6763203,1,1,1
Bouygues,214730,6763202,1,1,1
SFR,214730,6763202,1,1,1
SFR,215054,6844626,1,1,1
Bouygues,215060,6844637,1,1,1
Orange,215377,6816717,0,1,0
SFR,215527,6745642,1,1,0
Bouygues,215527,6745646,1,1,1
Orange,215548,6745666,1,1,1
SFR,215793,6757133,1,1,0
Bouygues,215798,6757132,0,1,0
Orange,216308,6791477,1,1,1
Free,216529,6771368,0,1,1
Free,216704,6791723,0,1,1
Bouygues,216718,6791699,1,1,1
SFR,216718,6791699,1,1,1
Orange,216964,6872908,1,1,1
SFR,217004,6872879,1,1,1
Bouygues,217011,6872864,1,1,1
Bouygues,217011,6872874,1,1,0
Free,217020,6872893,0,1,1
SFR,217217,6832638,1,1,0
Bouygues,217220,6832663,1,1,0
Free,217221,6832663,0,1,0
Orange,217222,6832667,1,1,0
Orange,217284,6849430,1,1,0
Orange,217310,6872456,1,1,0
Bouygues,217335,6849540,1,0,0
Bouygues,217414,6798799,1,1,1
SFR,217414,6798799,1,1,1
Orange,217928,6756938,1,1,1
Bouygues,217931,6756937,1,1,0
Orange,218031,6819567,1,1,0
SFR,218310,6864957,1,1,0
Bouygues,218313,6864955,1,1,1
Orange,218428,6764787,1,1,0
Bouygues,218429,6764789,1,1,1
SFR,218429,6764789,1,1,0
Bouygues,218483,6771409,1,1,1
SFR,218483,6771409,1,1,1
Bouygues,218547,6866823,1,1,0
SFR,218713,6756868,1,1,1
Bouygues,218726,6756862,1,1,1
Orange,218727,6756865,1,1,0
Orange,218790,6873818,1,1,0
SFR,218795,6873765,1,1,1
Bouygues,218807,6873729,1,1,1
Free,218849,6756868,0,1,1
Orange,218856,6774141,1,1,0
Orange,219151,6872091,1,1,1
Bouygues,219239,6870867,1,1,0
Bouygues,219239,6870867,1,1,1
SFR,219244,6870867,0,0,1
Free,219250,6872293,0,1,1
Bouygues,219491,6753913,1,1,0
Orange,219496,6753917,1,1,1
Orange,219766,6863461,1,1,0
Orange,219789,6762654,1,1,0
Bouygues,219804,6863442,1,1,1
SFR,219804,6863442,0,0,1
Free,219804,6863443,0,1,1
Orange,219833,6827159,1,1,0
SFR,219966,6762024,1,1,1
Bouygues,219967,6762022,1,1,1
Orange,220002,6762028,1,1,1
Free,220043,6761985,0,1,1
SFR,220050,6863536,1,1,0
Orange,220323,6757489,1,1,0
Free,220412,6755589,0,1,1
Orange,220419,6755587,1,1,0
Bouygues,220462,6785158,1,1,1
SFR,220462,6785158,1,1,1
Bouygues,220496,6837929,1,1,0
Orange,220498,6837933,1,1,0
Free,220523,6837943,0,1,0
SFR,220523,6837943,1,1,0
Bouygues,220669,6810198,1,1,1
SFR,220669,6810198,0,0,1
Free,220669,6810199,0,1,1
Orange,220671,6810202,1,1,0
SFR,220899,6870356,0,1,0
Orange,220916,6870368,1,1,0
Orange,221035,6848344,1,1,1
Free,221124,6758194,0,1,1
SFR,221127,6758204,1,1,0
Bouygues,221247,6815527,1,1,0
Free,221273,6815539,0,1,1
Bouygues,221339,6757466,1,1,1
SFR,221339,6757466,1,1,1
Free,221341,6757474,0,1,1
Bouygues,221364,6872279,1,1,0
Bouygues,221364,6872279,1,1,1
SFR,221371,6872280,1,1,1
Orange,221376,6753454,1,1,1
Free,221379,6872292,0,1,1
Orange,221426,6783550,1,1,0
SFR,221457,6844781,1,1,1
Bouygues,221467,6844806,1,1,1
Free,221468,6844806,0,1,1
Free,221531,6768727,0,1,1
Orange,221614,6757433,1,1,1
Bouygues,221620,6779586,1,1,1
SFR,221620,6779586,1,1,1
SFR,221632,6754764,1,1,1
Bouygues,221641,6754776,1,1,1
Bouygues,221657,6768425,1,1,1
SFR,221657,6768425,1,1,0
Orange,221667,6768424,1,1,0
SFR,221765,6857317,1,1,0
Bouygues,221776,6857315,1,1,1
SFR,221795,6759768,1,1,1
Free,221797,6759782,0,1,1
Orange,221798,6759801,1,1,1
Bouygues,221807,6759775,1,1,1
Free,221868,6854132,0,1,1
Orange,221869,6854135,1,1,1
Orange,221893,6755535,1,1,0
Bouygues,221902,6827423,1,1,1
SFR,221902,6827423,1,1,1
Orange,221972,6761573,1,1,0
SFR,222175,6878321,1,1,0
SFR,222186,6869910,1,1,1
Bouygues,222198,6869912,1,1,1
Free,222199,6869913,0,1,1
Orange,222247,6873755,1,1,1
Free,222333,6756818,0,1,1
Orange,222338,6878886,1,1,1
Orange,222455,6878410,1,1,1
Orange,222464,6754353,1,1,1
SFR,222469,6756943,1,1,1
Bouygues,222474,6756947,1,1,1
Orange,222698,6757130,1,1,1
Orange,222939,6769928,1,1,0
Free,223004,6757154,0,1,1
Orange,223062,6758750,1,1,1
SFR,223157,6758267,1,1,1
Free,223163,6758270,0,1,1
Bouygues,223164,6758270,1,1,1
Orange,223211,6756118,1,1,1
Orange,223242,6756705,1,1,1
SFR,223311,6759070,1,1,1
Bouygues,223315,6759084,1,1,1
Orange,223342,6757964,1,1,1
Bouygues,223366,6876055,1,1,1
Orange,223370,6876060,1,1,1
SFR,223373,6876061,0,0,1
Orange,223439,6869118,1,1,1
SFR,223454,6869130,0,1,0
Bouygues,223482,6848009,1,1,1
SFR,223487,6848047,1,1,0
SFR,223540,6756321,1,1,1
Bouygues,223544,6756325,1,1,1
Free,223544,6756325,0,1,1
Free,223719,6758548,0,1,1
Orange,223726,6758540,1,1,1
Orange,223888,6757746,1,1,1
Orange,223915,6753382,1,1,0
SFR,224159,6757538,1,1,1
Free,224161,6757545,0,1,1
Bouygues,224162,6757536,1,1,1
Orange,224163,6757540,1,1,1
Bouygues,224198,6866805,1,1,0
SFR,224207,6866823,1,1,1
Free,224209,6759735,0,1,1
Bouygues,224218,6866850,1,1,1
Free,224226,6866819,0,1,1
Orange,224227,6866822,1,1,1
Orange,224256,6759785,1,1,1
Orange,224573,6814141,1,1,0
Bouygues,224612,6878569,1,1,0
Bouygues,224712,6816468,1,1,1
SFR,224712,6816468,1,1,1
Bouygues,224776,6871763,1,1,1
Free,224776,6871764,0,1,1
SFR,224778,6871762,0,0,1
SFR,224781,6853316,1,1,0
Bouygues,224781,6853326,1,1,1
Orange,224810,6871816,1,1,0
Bouygues,224857,6770302,1,1,1
SFR,224859,6770308,1,1,1
Free,224865,6770312,0,1,1
SFR,224866,6762213,1,1,1
Bouygues,224871,6821383,1,1,0
Free,224872,6821384,0,1,0
SFR,224873,6821378,1,1,0
Orange,224873,6821387,1,1,0
Bouygues,224874,6762219,1,1,1
SFR,224933,6761434,0,1,0
Orange,225027,6870789,1,1,1
Orange,225027,6876448,1,1,0
Orange,225100,6764725,1,1,0
Free,225202,6875454,0,1,0
Orange,225249,6759028,1,1,1
Bouygues,225281,6867693,1,1,0
Bouygues,225281,6867693,1,1,1
SFR,225284,6867691,0,0,1
Orange,225299,6877868,1,1,0
SFR,225307,6877836,1,1,0
Bouygues,225387,6763769,1,1,1
SFR,225387,6763769,1,1,1
Free,225395,6763762,0,1,1
Bouygues,225443,6830686,1,1,1
SFR,225443,6830686,1,1,1
Orange,225446,6868812,1,1,1
Orange,225448,6830677,1,1,0
Orange,225508,6759837,1,1,1
Bouygues,225535,6759840,1,1,1
SFR,225555,6759798,1,1,1
Bouygues,225674,6761063,1,1,1
Orange,225675,6761048,1,1,1
Orange,225685,6753558,0,0,0
Free,225705,6761128,0,1,1
SFR,225705,6761128,1,1,1
Free,225751,6758721,0,1,0
Orange,225761,6758724,0,1,1
Bouygues,225764,6758716,1,1,1
SFR,225766,6758719,1,1,0
Bouygues,225767,6870501,1,1,1
Orange,225813,6867310,1,1,1
SFR,225819,6870491,1,1,1
Bouygues,225896,6753871,1,1,1
Free,225897,6753872,0,1,1
SFR,225898,6753890,1,1,1
Orange,225986,6870187,1,1,1
Orange,226005,6755043,1,1,0
Orange,226140,6757971,1,1,1
Orange,226361,6863578,1,1,0
Orange,226446,6769735,1,1,0
Orange,226553,6876069,1,1,1
SFR,226565,6872896,1,1,1
Bouygues,226569,6872890,1,1,1
Orange,226578,6872896,1,1,0
Orange,226782,6846404,1,1,0
Bouygues,226869,6790463,1,1,1
SFR,226869,6790463,1,1,1
Orange,226882,6753954,1,1,0
Orange,226945,6867615,1,1,1
Free,226955,6867606,0,1,1
Bouygues,227030,6867642,1,1,0
Orange,227035,6867644,0,0,0
Orange,227215,6866483,0,1,0
SFR,227221,6866483,1,1,0
Free,227288,6762402,0,1,0
Bouygues,227290,6830096,1,1,0
SFR,227290,6830096,1,1,0
Free,227291,6830097,0,1,0
Orange,227292,6830100,1,1,0
Bouygues,227315,6864196,1,1,1
Free,227315,6864197,0,1,1
SFR,227324,6864221,1,1,1
Orange,227426,6875862,1,1,0
Bouygues,227532,6762172,1,0,0
Orange,227533,6762039,1,1,0
SFR,227568,6869353,0,1,1
Bouygues,227579,6869355,1,1,1
SFR,227804,6777300,1,1,1
Orange,227805,6777294,1,1,1
Bouygues,227807,6777298,1,1,1
Free,227807,6777298,0,1,1
SFR,227846,6876822,1,1,1
Orange,227849,6876824,1,1,1
Bouygues,227856,6876804,1,1,0
SFR,228260,6870331,1,1,1
SFR,228267,6800060,1,1,0
Bouygues,228274,6870365,1,1,1
Bouygues,228307,6800106,1,1,0
Free,228307,6800106,0,1,0
Orange,228308,6800110,1,1,0
SFR,228347,6846080,1,1,0
Bouygues,228730,6853656,1,1,1
SFR,228730,6853656,1,1,0
Bouygues,228988,6846166,1,0,0
SFR,229353,6758555,1,1,0
Orange,229360,6758557,1,1,0
SFR,229414,6866328,1,1,0
Bouygues,229495,6866358,1,1,1
Orange,229535,6762980,1,1,0
SFR,230023,6708567,1,1,0
Orange,230028,6708597,1,1,0
Bouygues,230032,6708599,1,1,0
Orange,230093,6837225,1,1,1
Free,230373,6873032,0,1,1
Bouygues,230416,6873231,1,1,0
SFR,230457,6873293,0,1,1
Bouygues,230461,6873300,1,1,1
Bouygues,230769,6864218,1,1,0
Orange,230771,6864222,1,1,0
Bouygues,230979,6763114,1,1,1
SFR,230982,6763110,1,1,1
Orange,230983,6763108,1,1,1
Free,230995,6763097,0,1,1
SFR,231224,6713158,1,1,1
Bouygues,231228,6713176,1,1,1
Orange,231235,6713172,1,1,0
SFR,231667,6783624,1,1,1
Bouygues,231693,6783632,1,1,1
Free,231694,6783632,0,1,1
Orange,231798,6751591,1,1,1
Free,231896,6752320,0,1,0
Bouygues,231961,6848343,1,1,1
SFR,231961,6848343,1,1,1
SFR,231976,6752174,1,1,1
Bouygues,231983,6752152,1,1,1
Bouygues,231992,6766224,1,1,1
Free,231992,6766224,0,1,1
SFR,231992,6766224,1,1,1
Orange,232002,6766148,1,1,0
Bouygues,232057,6811106,1,1,1
Orange,232122,6811126,1,1,1
SFR,232127,6811114,1,1,1
Bouygues,232439,6762641,1,1,1
Free,232439,6762642,0,1,1
Orange,232442,6762650,1,1,0
Bouygues,232542,6758874,1,1,0
Free,232556,6758856,0,1,1
Orange,232557,6758860,1,1,0
Bouygues,232748,6773486,1,1,1
SFR,232748,6773486,1,1,1
Free,232748,6773487,0,1,0
Orange,232981,6796047,1,1,0
Bouygues,233141,6821966,1,1,0
SFR,233141,6821966,1,1,0
Free,233141,6821967,0,1,0
Orange,233142,6821970,1,1,0
Bouygues,233251,6757218,1,1,1
SFR,233251,6757218,1,1,1
Orange,233267,6828207,1,1,0
Bouygues,233286,6828221,1,1,0
SFR,233286,6828221,1,1,0
Free,233287,6828222,0,1,0
Orange,233659,6871110,1,1,0
Free,233704,6755018,0,1,1
Bouygues,233713,6848275,1,1,0
Orange,233714,6848281,1,1,0
Bouygues,233776,6857359,1,1,1
SFR,233776,6857359,1,0,1
SFR,233817,6875443,1,1,0
Free,233822,6875457,0,1,1
Orange,233835,6782033,1,1,0
Orange,233847,6875482,1,1,0
Bouygues,233860,6875455,1,1,1
SFR,233860,6875455,0,0,1
Orange,234029,6752361,1,1,0
Orange,234109,6755940,1,1,0
SFR,234318,6711490,1,1,1
Bouygues,234333,6711474,1,1,1
Bouygues,235109,6794069,1,1,1
SFR,235109,6794069,1,1,1
Orange,235335,6764357,1,1,0
Orange,235397,6711722,1,1,1
Bouygues,235404,6838680,1,1,1
SFR,235404,6838680,1,1,1
Bouygues,235405,6711707,1,1,0
Free,235405,6838681,0,1,0
SFR,235466,6712172,1,1,0
SFR,235478,6869443,1,1,1
Bouygues,235487,6869450,1,1,1
Orange,235568,6746828,0,1,1
SFR,235573,6746815,1,1,1
Bouygues,235577,6746818,1,1,1
SFR,235656,6763127,1,1,0
Orange,235943,6811453,1,1,0
Bouygues,236117,6855151,1,0,0
Orange,236176,6748721,1,1,1
Orange,236405,6854577,1,1,1
Free,236440,6812271,0,1,1
Bouygues,236497,6753989,1,1,1
SFR,236497,6753989,1,1,1
Bouygues,236554,6826816,1,1,0
Free,236554,6826816,0,1,0
SFR,236554,6826816,1,1,0
Orange,236555,6826820,1,1,0
Orange,236770,6747538,1,1,1
Orange,236876,6874756,1,1,0
SFR,237134,6766534,1,1,1
Bouygues,237140,6766522,1,1,1
Bouygues,237157,6875747,1,1,0
Bouygues,237157,6875747,1,1,1
Free,237158,6875747,0,1,0
SFR,237163,6875736,1,1,1
Bouygues,237346,6759825,1,1,1
SFR,237346,6759825,1,1,1
SFR,237485,6744493,1,1,1
Bouygues,237486,6744506,1,1,1
Bouygues,237487,6847830,1,1,1
SFR,237487,6847830,1,1,0
Orange,237491,6744511,1,1,1
Free,237521,6744410,0,1,1
Orange,237837,6731486,1,1,1
SFR,237893,6731513,1,0,0
SFR,237966,6852758,1,1,0
Orange,237981,6852756,1,1,1
Bouygues,237987,6852754,1,1,1
Orange,238212,6792659,1,1,0
Bouygues,238232,6730177,1,1,1
SFR,238632,6779890,1,1,0
Orange,238648,6779884,1,1,0
Orange,238742,6868652,1,1,0
Orange,238835,6766619,1,1,1
Bouygues,238907,6810877,1,1,1
SFR,238907,6810877,1,1,1
SFR,239052,6792976,1,1,1
Bouygues,239060,6792988,1,1,1
Bouygues,239111,6766696,1,1,1
Free,239111,6766696,0,1,1
SFR,239111,6766696,1,1,1
Orange,239129,6735521,1,1,0
Orange,239156,6767049,1,1,0
Orange,239316,6758834,1,1,0
SFR,239371,6727955,1,1,1
Bouygues,239383,6727949,1,1,1
Orange,239457,6726685,0,0,0
Orange,239465,6728087,1,1,1
Free,239466,6728083,0,1,1
Bouygues,239524,6849407,1,1,0
Orange,239581,6842870,1,1,0
SFR,240026,6872700,1,1,1
Orange,240089,6726878,1,1,1
Bouygues,240089,6726926,1,1,1
SFR,240094,6726918,1,1,1
Bouygues,240138,6748560,1,1,1
SFR,240138,6748560,1,1,1
Orange,240588,6705923,1,1,1
SFR,240594,6705933,1,1,0
Bouygues,240840,6725931,0,1,0
Bouygues,241037,6781260,1,1,1
SFR,241037,6781260,1,1,1
Free,241048,6781253,0,1,1
Bouygues,241072,6830723,1,1,1
SFR,241072,6830723,1,1,1
Orange,241419,6739503,1,1,1
SFR,241426,6739499,1,1,1
Bouygues,241428,6739500,1,1,1
SFR,241612,6758692,1,1,1
Bouygues,241621,6758670,1,1,1
Orange,241628,6758683,1,1,1
Bouygues,242161,6867385,1,1,1
SFR,242161,6867385,0,0,1
Free,242162,6867385,0,1,1
Orange,242305,6871255,1,1,1
Bouygues,242362,6873649,1,1,1
SFR,242362,6873649,0,0,1
Free,242392,6873627,0,1,1
Orange,242821,6737020,1,1,0
Free,242959,6836468,0,1,1
Orange,242963,6836451,1,1,1
SFR,242968,6836441,1,1,0
Bouygues,242970,6836439,1,0,0
Orange,242972,6865404,1,1,0
Orange,242988,6738416,1,1,1
Bouygues,242994,6738478,1,1,1
SFR,242998,6738476,1,1,1
Free,243022,6756546,0,1,1
Orange,243022,6756550,1,1,1
SFR,243042,6819691,1,1,1
Orange,243050,6819955,1,1,1
Free,243053,6738478,0,1,1
Free,243059,6819678,0,1,1
Bouygues,243061,6819708,1,1,1
Orange,243193,6809480,1,1,0
Bouygues,243251,6804197,1,1,0
Free,243251,6804197,0,1,0
SFR,243251,6804197,1,1,0
Orange,243252,6804200,1,1,0
Orange,243257,6846812,1,1,0
Bouygues,243260,6751795,1,1,1
Free,243261,6751795,0,1,1
SFR,243264,6751807,1,1,1
Orange,243734,6768597,1,1,0
Orange,243758,6736759,0,0,0
Orange,243758,6736759,0,1,0
Free,243887,6847146,0,1,1
Free,243907,6872857,0,1,1
Bouygues,243914,6847143,1,1,1
SFR,243914,6872848,1,1,0
Bouygues,244000,6736788,1,1,1
SFR,244005,6736783,1,1,1
Orange,244145,6737575,0,1,1
Bouygues,244155,6807257,1,1,1
Bouygues,244215,6736796,0,1,0
SFR,244285,6807296,1,1,1
Orange,244481,6740721,1,1,0
Orange,244689,6745370,1,1,0
Orange,244717,6753744,1,1,0
Orange,244834,6784815,1,1,0
Orange,244986,6736855,1,1,1
Bouygues,245259,6859944,1,1,1
SFR,245259,6859944,0,0,1
Bouygues,245550,6827820,1,1,0
SFR,245550,6827820,1,0,0
Free,245550,6827821,0,1,0
Orange,245552,6827824,1,1,0
Bouygues,245700,6745592,1,1,1
Free,245701,6745593,0,1,1
SFR,245716,6745597,1,1,1
Orange,245734,6845495,1,1,1
Bouygues,245997,6773348,1,1,1
SFR,245997,6773348,1,1,1
Bouygues,246141,6738899,1,1,1
Free,246141,6738899,0,1,1
SFR,246141,6738899,1,1,1
Bouygues,246595,6847522,1,1,1
Orange,246597,6847525,1,1,1
SFR,246597,6850664,1,1,0
SFR,246598,6847528,1,1,1
Bouygues,246609,6737166,1,1,1
SFR,246609,6737166,1,1,1
Orange,246612,6737156,1,1,1
SFR,246764,6872409,1,1,1
Orange,247021,6846004,1,1,1
Bouygues,247180,6787371,1,1,1
SFR,247180,6787371,1,1,1
Orange,247448,6738023,1,1,0
SFR,247477,6750671,1,1,1
Free,247489,6750672,0,1,1
Bouygues,247498,6750663,1,1,1
Bouygues,247534,6738579,1,1,1
SFR,247534,6738579,1,1,1
Bouygues,247708,6862025,1,1,0
SFR,247708,6862025,1,1,0
Free,247708,6862026,0,1,1
Orange,247720,6862042,1,1,0
Bouygues,247800,6868908,1,1,0
Orange,247834,6844772,0,1,0
Free,247875,6847224,0,1,1
Bouygues,247945,6797693,1,1,1
SFR,247945,6797693,1,1,1
Orange,248038,6808645,1,1,0
Orange,248168,6848950,1,1,0
SFR,248225,6843814,1,1,0
Orange,248246,6840936,1,1,0
Bouygues,248409,6772262,1,1,1
Free,248409,6772262,0,1,1
SFR,248409,6772262,1,1,1
Free,248409,6798516,0,1,1
Bouygues,248625,6853421,1,1,1
Free,248691,6854111,0,1,1
Bouygues,248707,6792500,1,1,1
SFR,248707,6792500,1,1,1
Orange,248734,6795134,1,1,0
Orange,248931,6846939,1,1,1
Orange,249008,6737522,1,1,1
SFR,249139,6836855,1,1,0
Orange,249220,6756965,0,0,0
Bouygues,249261,6845636,1,1,0
Free,249273,6845626,0,1,1
Orange,249274,6845630,0,1,0
Orange,249470,6742204,1,1,0
Bouygues,249474,6742201,1,1,1
SFR,249474,6742201,1,1,1
Bouygues,249503,6834629,1,0,0
Orange,249504,6834630,1,1,0
SFR,249509,6746659,1,1,1
Bouygues,249514,6746666,1,1,1
Free,249515,6746666,0,1,1
SFR,249524,6821185,1,1,0
Bouygues,249538,6821160,1,1,0
Free,249539,6821160,0,1,0
Orange,249540,6821163,1,1,0
Free,249613,6769569,0,1,1
Bouygues,249616,6769569,1,1,1
SFR,249616,6769569,1,1,1
SFR,249841,6748240,0,1,0
Orange,249864,6748246,1,1,1
Bouygues,249924,6877590,1,0,0
Bouygues,249929,6877596,1,1,1
Orange,249931,6877599,1,1,0
SFR,249931,6877617,1,1,1
Bouygues,250017,6858757,1,1,1
SFR,250017,6858757,0,0,1
Free,250018,6858779,0,1,1
Orange,250085,6746143,1,1,1
Orange,250164,6786457,1,0,0
Orange,250231,6759025,1,1,1
Bouygues,250624,6715624,1,1,1
SFR,250677,6715635,1,1,1
Bouygues,250865,6744726,1,1,1
Free,250865,6744727,0,1,1
Orange,250895,6747214,1,1,1
SFR,250909,6744773,1,1,1
Orange,250911,6771614,1,1,1
Bouygues,250913,6747215,1,1,1
SFR,250913,6747215,1,1,1
Orange,250968,6752651,1,1,0
Bouygues,250969,6752645,1,1,1
SFR,250969,6752645,1,1,1
Bouygues,251006,6738805,1,1,1
Free,251006,6738806,0,1,1
SFR,251017,6738829,1,1,1
Orange,251106,6715599,0,1,0
SFR,251174,6758430,1,1,1
Bouygues,251181,6758430,1,1,1
Free,251186,6758464,0,1,1
SFR,251441,6861047,1,1,0
Bouygues,251445,6861054,1,1,1
Free,251470,6872203,0,1,1
Orange,251472,6872205,1,1,0
Bouygues,251484,6872176,1,1,0
Orange,251491,6748013,1,1,1
Orange,251728,6746652,1,1,0
SFR,251790,6794796,1,1,1
Bouygues,251819,6794789,1,1,1
SFR,251926,6765588,1,1,1
Bouygues,251934,6765585,1,1,1
Free,251934,6765585,0,1,1
Orange,251936,6792136,1,1,0
Bouygues,252019,6808483,1,1,1
SFR,252019,6808483,1,1,1
Orange,252147,6737116,1,1,1
Orange,252159,6778432,1,1,0
Free,252301,6817925,0,1,1
Orange,252312,6819777,1,1,0
Bouygues,252789,6865604,1,1,1
SFR,252803,6865626,0,1,0
SFR,252845,6736446,1,1,1
Bouygues,252846,6736436,1,1,1
Bouygues,252915,6778377,1,1,1
SFR,252915,6778377,1,1,1
SFR,252930,6829385,1,1,0
Bouygues,252932,6829379,1,1,0
Free,252932,6829379,0,1,0
Orange,252933,6829382,1,1,0
Orange,252972,6750374,1,1,0
SFR,253097,6788220,1,1,1
Bouygues,253110,6788186,1,1,1
Bouygues,253727,6818233,1,1,1
SFR,253727,6818233,1,1,1
Orange,253964,6743167,1,1,0
Bouygues,253970,6743160,1,1,1
SFR,253970,6743160,1,1,1
Bouygues,254044,6749083,1,1,1
Free,254044,6749083,0,1,0
SFR,254044,6749083,1,1,1
Free,254359,6779149,0,1,1
Bouygues,254512,6808689,1,1,1
SFR,254512,6808689,1,1,1
SFR,254683,6843295,1,1,1
Free,254739,6807071,0,1,1
Orange,255003,6807713,1,1,1
SFR,255112,6790726,1,1,1
Bouygues,255113,6790727,1,1,1
SFR,255250,6798610,1,1,1
Bouygues,255277,6798573,1,1,1
Bouygues,255457,6866598,1,1,1
Orange,255627,6844794,1,0,0
Orange,255683,6870807,1,1,0
Orange,255912,6789505,1,1,0
Bouygues,256072,6872199,1,1,0
Bouygues,256181,6771959,1,1,1
SFR,256181,6771964,1,1,1
Free,256182,6771960,0,1,1
Orange,256192,6772008,1,1,0
SFR,256220,6872523,0,1,1
Free,256222,6872518,0,1,1
SFR,256223,6869832,1,1,0
Orange,256225,6869853,1,1,1
Bouygues,256253,6872528,1,1,1
Orange,256301,6788918,1,1,1
Bouygues,256445,6842736,1,1,0
Orange,256489,6791379,1,1,1
Free,256508,6867974,0,1,1
Orange,256516,6867939,1,1,1
Orange,256531,6733643,1,1,1
Orange,256543,6788169,1,1,0
Orange,256587,6741477,1,1,1
SFR,256896,6741260,1,1,1
Bouygues,256897,6741260,1,1,1
Free,256902,6741245,0,1,1
Bouygues,256925,6754011,1,1,1
Free,256926,6754051,0,1,1
SFR,256926,6754051,1,1,1
SFR,256954,6732472,1,1,1
Bouygues,256960,6732492,1,1,1
Orange,256971,6732490,1,1,1
SFR,256998,6868366,0,1,1
Bouygues,257010,6868379,1,1,1
Orange,257012,6868383,1,1,0
Orange,257058,6790701,1,1,0
Orange,257145,6755822,1,1,0
Orange,257233,6861834,1,1,0
Orange,257236,6872593,1,1,1
Orange,257255,6732937,1,1,0
SFR,257337,6787375,1,1,1
Bouygues,257349,6787369,1,1,1
SFR,257393,6873200,1,1,0
Bouygues,257474,6804943,1,1,1
SFR,257474,6804943,1,1,1
Free,257699,6745992,0,1,1
SFR,257705,6746009,1,1,1
Bouygues,257711,6746060,1,1,1
Orange,257941,6746052,1,1,0
Orange,257986,6732131,0,1,1
Bouygues,259300,6854596,1,1,0
Free,259301,6854597,0,1,1
